124,F4,FALSE,eq02440649,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
125,F5,FALSE,eq02440649,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
126,F6,FALSE,eq02440649,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
127,F7,FALSE,eq02440649,Powassan virus,UNKNOWN,FAM,NFQ-MGB,29.408,29.408,,,,,TRUE,0.04,TRUE,1,40,,,,,,1.039,0.869,N,N,Y
128,F8,FALSE,eq02440649,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.855,27.855,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.205,0.976,N,N,N
129,F9,FALSE,ALHT Deer_141.3,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.08,TRUE,1,40,,,,,,0,0,N,Y,N
130,F10,FALSE,ALHT Deer_141.3,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
131,F11,FALSE,ALHT Deer_141.3,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0,0,N,Y,N
132,F12,FALSE,ALHT Deer_141.3,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,N,Y
133,F13,FALSE,ALHT Deer_141.3,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
134,F14,FALSE,ALHT Deer_141.3,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
135,F15,FALSE,ALHT Deer_141.3,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
136,F16,FALSE,ALHT Deer_141.3,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.853,27.853,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.208,0.984,N,N,N
137,F17,FALSE,4065,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.08,TRUE,1,40,,,,,,0,0,N,N,N
138,F18,FALSE,4065,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
139,F19,FALSE,4065,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0,0,N,Y,N
140,F20,FALSE,4065,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
141,F21,FALSE,4065,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
142,F22,FALSE,4065,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
143,F23,FALSE,4065,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
144,F24,FALSE,4065,Extraction Control,UNKNOWN,FAM,NFQ-MGB,28.181,28.181,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.192,0.974,N,N,N
145,G1,FALSE,eq02441467.4,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,33.128,33.128,,,,,TRUE,0.08,TRUE,1,40,,,,,,1.307,0.963,N,N,N
146,G2,FALSE,eq02441467.4,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
147,G3,FALSE,eq02441467.4,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0,0,N,Y,N
148,G4,FALSE,eq02441467.4,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
149,G5,FALSE,eq02441467.4,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
150,G6,FALSE,eq02441467.4,E. muris,UNKNOWN,FAM,NFQ-MGB,27.772,27.772,,,,,TRUE,0.04,TRUE,1,40,,,,,,0.368,0.179,Y,N,Y
151,G7,FALSE,eq02441467.4,Powassan virus,UNKNOWN,FAM,NFQ-MGB,16.953,16.953,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0.045,N,N,Y
152,G8,FALSE,eq02441467.4,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.828,27.828,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.206,0.983,N,N,N
153,G9,FALSE,eq02440756,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,26.535,26.535,,,,,TRUE,0.08,TRUE,1,40,,,,,,1.339,0.966,N,N,N
154,G10,FALSE,eq02440756,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
155,G11,FALSE,eq02440756,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0,0,N,Y,N
156,G12,FALSE,eq02440756,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
157,G13,FALSE,eq02440756,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
158,G14,FALSE,eq02440756,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
159,G15,FALSE,eq02440756,Powassan virus,UNKNOWN,FAM,NFQ-MGB,35.54,35.54,,,,,TRUE,0.04,TRUE,1,40,,,,,,0.447,0.063,N,N,Y
160,G16,FALSE,eq02440756,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.842,27.842,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.207,0.976,N,N,N
161,G17,FALSE,ALHT Deer_125.1,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,29.226,29.226,,,,,TRUE,0.08,TRUE,1,40,,,,,,1.333,0.975,N,N,N
162,G18,FALSE,ALHT Deer_125.1,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
163,G19,FALSE,ALHT Deer_125.1,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0.202,0,N,Y,N
164,G20,FALSE,ALHT Deer_125.1,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
165,G21,FALSE,ALHT Deer_125.1,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
166,G22,FALSE,ALHT Deer_125.1,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
167,G23,FALSE,ALHT Deer_125.1,Powassan virus,UNKNOWN,FAM,NFQ-MGB,31.277,31.277,,,,,TRUE,0.04,TRUE,1,40,,,,,,0.352,0.138,N,N,Y
168,G24,FALSE,ALHT Deer_125.1,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.836,27.836,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.2,0.978,N,N,N
169,H1,FALSE,eq02440769,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,35.521,35.521,,,,,TRUE,0.08,TRUE,1,40,,,,,,1.156,0.937,N,N,N
170,H2,FALSE,eq02440769,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
171,H3,FALSE,eq02440769,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0.187,0,N,Y,N
172,H4,FALSE,eq02440769,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,N,Y
173,H5,FALSE,eq02440769,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
174,H6,FALSE,eq02440769,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
175,H7,FALSE,eq02440769,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,N,Y
176,H8,FALSE,eq02440769,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.803,27.803,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.204,0.973,N,N,N
177,H9,FALSE,ALHT Deer_127,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.08,TRUE,1,40,,,,,,0,0,N,Y,N
178,H10,FALSE,ALHT Deer_127,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
179,H11,FALSE,ALHT Deer_127,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0,0,N,Y,N
180,H12,FALSE,ALHT Deer_127,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
181,H13,FALSE,ALHT Deer_127,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
182,H14,FALSE,ALHT Deer_127,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
183,H15,FALSE,ALHT Deer_127,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,N,Y
184,H16,FALSE,ALHT Deer_127,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.762,27.762,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.206,0.976,N,N,N
185,H17,FALSE,TB_90024117.1,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.08,TRUE,1,40,,,,,,0,0,Y,Y,N
186,H18,FALSE,TB_90024117.1,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
187,H19,FALSE,TB_90024117.1,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0,0,N,Y,N
188,H20,FALSE,TB_90024117.1,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,N,Y
189,H21,FALSE,TB_90024117.1,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
190,H22,FALSE,TB_90024117.1,E. muris,UNKNOWN,FAM,NFQ-MGB,33,33,,,,,TRUE,0.04,TRUE,1,40,,,,,,0.411,0.224,Y,N,Y
191,H23,FALSE,TB_90024117.1,Powassan virus,UNKNOWN,FAM,NFQ-MGB,15.075,15.075,,,,,TRUE,0.04,TRUE,1,40,,,,,,0.469,0.21,N,N,Y
192,H24,FALSE,TB_90024117.1,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.888,27.888,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.197,0.977,N,N,N
193,I1,FALSE,eq02440626,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.08,TRUE,1,40,,,,,,0,0,N,Y,N
194,I2,FALSE,eq02440626,B. microti,UNKNOWN,FAM,NFQ-MGB,38.591,38.591,,,,,TRUE,0.183,TRUE,1,40,,,,,,1.051,0.41,N,N,N
195,I3,FALSE,eq02440626,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0,0,N,Y,N
196,I4,FALSE,eq02440626,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
197,I5,FALSE,eq02440626,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
198,I6,FALSE,eq02440626,E. muris,UNKNOWN,FAM,NFQ-MGB,18.041,18.041,,,,,TRUE,0.04,TRUE,1,40,,,,,,0.336,0.186,Y,N,Y
199,I7,FALSE,eq02440626,Powassan virus,UNKNOWN,FAM,NFQ-MGB,35.703,35.703,,,,,TRUE,0.04,TRUE,1,40,,,,,,0.753,0.548,N,N,Y
200,I8,FALSE,eq02440626,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.872,27.872,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.2,0.982,N,N,N
201,I9,FALSE,eq02440616.1,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.08,TRUE,1,40,,,,,,0.449,0,Y,Y,N
202,I10,FALSE,eq02440616.1,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
203,I11,FALSE,eq02440616.1,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0,0,N,Y,N
204,I12,FALSE,eq02440616.1,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
205,I13,FALSE,eq02440616.1,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
206,I14,FALSE,eq02440616.1,E. muris,UNKNOWN,FAM,NFQ-MGB,27.609,27.609,,,,,TRUE,0.04,TRUE,1,40,,,,,,0.38,0.145,Y,N,Y
207,I15,FALSE,eq02440616.1,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,N,Y
208,I16,FALSE,eq02440616.1,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.879,27.879,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.202,0.97,N,N,N
209,I17,FALSE,ALHT Deer_125.2,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,35.6,35.6,,,,,TRUE,0.08,TRUE,1,40,,,,,,1.165,0.912,N,N,N
210,I18,FALSE,ALHT Deer_125.2,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
211,I19,FALSE,ALHT Deer_125.2,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0.399,0,N,Y,N
212,I20,FALSE,ALHT Deer_125.2,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
213,I21,FALSE,ALHT Deer_125.2,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
214,I22,FALSE,ALHT Deer_125.2,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
215,I23,FALSE,ALHT Deer_125.2,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0.415,0,N,N,Y
216,I24,FALSE,ALHT Deer_125.2,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.921,27.921,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.202,0.954,N,N,N
217,J1,FALSE,eq02440612,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.08,TRUE,1,40,,,,,,0,0,N,Y,N
218,J2,FALSE,eq02440612,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
219,J3,FALSE,eq02440612,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0,0,N,Y,N
220,J4,FALSE,eq02440612,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
221,J5,FALSE,eq02440612,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
222,J6,FALSE,eq02440612,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
223,J7,FALSE,eq02440612,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
224,J8,FALSE,eq02440612,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.931,27.931,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.197,0.968,N,N,N
225,J9,FALSE,ALHT Deer_140.1,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,29.426,29.426,,,,,TRUE,0.08,TRUE,1,40,,,,,,1.341,0.973,N,N,N
226,J10,FALSE,ALHT Deer_140.1,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
227,J11,FALSE,ALHT Deer_140.1,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0,0,N,N,N
228,J12,FALSE,ALHT Deer_140.1,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
229,J13,FALSE,ALHT Deer_140.1,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
230,J14,FALSE,ALHT Deer_140.1,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
231,J15,FALSE,ALHT Deer_140.1,Powassan virus,UNKNOWN,FAM,NFQ-MGB,13.847,13.847,,,,,TRUE,0.04,TRUE,1,40,,,,,,0.522,0.137,N,N,Y
232,J16,FALSE,ALHT Deer_140.1,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.712,27.712,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.208,0.981,N,N,N
233,J17,FALSE,TB_90024117.2,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.08,TRUE,1,40,,,,,,0,0,N,Y,N
234,J18,FALSE,TB_90024117.2,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
235,J19,FALSE,TB_90024117.2,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0,0,N,Y,N
236,J20,FALSE,TB_90024117.2,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
237,J21,FALSE,TB_90024117.2,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
238,J22,FALSE,TB_90024117.2,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
239,J23,FALSE,TB_90024117.2,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
240,J24,FALSE,TB_90024117.2,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.78,27.78,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.197,0.985,N,N,N
241,K1,FALSE,eq02440776,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,35.751,35.751,,,,,TRUE,0.08,TRUE,1,40,,,,,,1.149,0.926,N,N,N
242,K2,FALSE,eq02440776,B. microti,UNKNOWN,FAM,NFQ-MGB,38.644,38.644,,,,,TRUE,0.183,TRUE,1,40,,,,,,1.033,0.346,N,N,N
243,K3,FALSE,eq02440776,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0.772,0,N,N,N
244,K4,FALSE,eq02440776,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
245,K5,FALSE,eq02440776,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
246,K6,FALSE,eq02440776,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
247,K7,FALSE,eq02440776,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,N,Y
248,K8,FALSE,eq02440776,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.875,27.875,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.205,0.985,N,N,N
249,K9,FALSE,eq02440616.2,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.08,TRUE,1,40,,,,,,0,0,N,N,N
250,K10,FALSE,eq02440616.2,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
251,K11,FALSE,eq02440616.2,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0,0,N,Y,N
252,K12,FALSE,eq02440616.2,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
253,K13,FALSE,eq02440616.2,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
254,K14,FALSE,eq02440616.2,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
255,K15,FALSE,eq02440616.2,Powassan virus,UNKNOWN,FAM,NFQ-MGB,35.194,35.194,,,,,TRUE,0.04,TRUE,1,40,,,,,,0.8,0.623,N,N,Y
256,K16,FALSE,eq02440616.2,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.762,27.762,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.213,0.983,N,N,N
257,K17,FALSE,ALHT Deer_125.3,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,32.785,32.785,,,,,TRUE,0.08,TRUE,1,40,,,,,,1.296,0.954,N,N,N
258,K18,FALSE,ALHT Deer_125.3,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
259,K19,FALSE,ALHT Deer_125.3,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.16,TRUE,1,40,,,,,,0,0,N,Y,N
260,K20,FALSE,ALHT Deer_125.3,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
261,K21,FALSE,ALHT Deer_125.3,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
262,K22,FALSE,ALHT Deer_125.3,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
263,K23,FALSE,ALHT Deer_125.3,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,N,Y,Y
264,K24,FALSE,ALHT Deer_125.3,Extraction Control,UNKNOWN,FAM,NFQ-MGB,28.164,28.164,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.186,0.961,N,N,N
265,L1,FALSE,eq02440781,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.08,TRUE,1,40,,,,,,0,0,N,Y,N
266,L2,FALSE,eq02440781,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.183,TRUE,1,40,,,,,,0,0,Y,Y,N
267,L3,FALSE,eq02440781,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,33.736,33.736,,,,,TRUE,0.16,TRUE,1,40,,,,,,1.269,0.958,N,N,N
268,L4,FALSE,eq02440781,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
269,L5,FALSE,eq02440781,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.105,TRUE,1,40,,,,,,0,0,Y,Y,N
270,L6,FALSE,eq02440781,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.04,TRUE,1,40,,,,,,0,0,Y,Y,Y
271,L7,FALSE,eq02440781,Powassan virus,UNKNOWN,FAM,NFQ-MGB,14.642,14.642,,,,,TRUE,0.04,TRUE,1,40,,,,,,0.421,0.102,N,N,Y
272,L8,FALSE,eq02440781,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.776,27.776,,,,,TRUE,0.127,TRUE,1,40,,,,,,1.208,0.976,N,N,N
