133,F13,false,ALHT Deer_82,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,N,N
134,F14,false,ALHT Deer_82,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
135,F15,false,ALHT Deer_82,Powassan virus,UNKNOWN,FAM,NFQ-MGB,34.305,34.305,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
136,F16,false,ALHT Deer_82,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.228,27.228,,,,,true,0.073,true,1,40,,,,,,1.141,0.978,N,N,N
137,F17,false,ALHT Deer_75.2,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,36.906,36.906,,,,,true,0.165,true,1,40,,,,,,1.137,0.877,N,N,N
138,F18,false,ALHT Deer_75.2,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.227,true,1,40,,,,,,0.000,0.000,Y,Y,N
139,F19,false,ALHT Deer_75.2,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,34.389,34.389,,,,,true,0.040,true,1,40,,,,,,1.264,0.709,N,N,Y
140,F20,false,ALHT Deer_75.2,B. mayonii,UNKNOWN,FAM,NFQ-MGB,24.324,24.324,,,,,true,0.040,true,1,40,,,,,,0.411,0.053,N,N,Y
141,F21,false,ALHT Deer_75.2,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,N,Y,N
142,F22,false,ALHT Deer_75.2,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,N,Y
143,F23,false,ALHT Deer_75.2,Powassan virus,UNKNOWN,FAM,NFQ-MGB,33.912,33.912,,,,,true,0.040,true,1,40,,,,,,0.606,0.000,N,N,Y
144,F24,false,ALHT Deer_75.2,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.582,26.582,,,,,true,0.073,true,1,40,,,,,,1.269,0.987,N,N,N
145,G1,false,ALHT Deer_64,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,28.244,28.244,,,,,true,0.165,true,1,40,,,,,,1.031,0.938,N,N,N
146,G2,false,ALHT Deer_64,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.227,true,1,40,,,,,,0.000,0.000,Y,Y,N
147,G3,false,ALHT Deer_64,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
148,G4,false,ALHT Deer_64,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
149,G5,false,ALHT Deer_64,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
150,G6,false,ALHT Deer_64,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
151,G7,false,ALHT Deer_64,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
152,G8,false,ALHT Deer_64,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.270,27.270,,,,,true,0.073,true,1,40,,,,,,1.110,0.980,N,N,N
153,G9,false,ALHT Deer_60,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,25.123,25.123,,,,,true,0.165,true,1,40,,,,,,1.371,0.979,N,N,N
154,G10,false,ALHT Deer_60,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.227,true,1,40,,,,,,0.000,0.000,Y,Y,N
155,G11,false,ALHT Deer_60,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
156,G12,false,ALHT Deer_60,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
157,G13,false,ALHT Deer_60,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,N,N
158,G14,false,ALHT Deer_60,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
159,G15,false,ALHT Deer_60,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
160,G16,false,ALHT Deer_60,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.026,27.026,,,,,true,0.073,true,1,40,,,,,,1.156,0.984,N,N,N
161,G17,false,ALHT Deer_88,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,24.699,24.699,,,,,true,0.165,true,1,40,,,,,,1.380,0.981,N,N,N
162,G18,false,ALHT Deer_88,B. microti,UNKNOWN,FAM,NFQ-MGB,23.405,23.405,,,,,true,0.227,true,1,40,,,,,,1.429,0.990,N,N,N
163,G19,false,ALHT Deer_88,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,28.258,28.258,,,,,true,0.040,true,1,40,,,,,,1.445,0.783,N,N,Y
164,G20,false,ALHT Deer_88,B. mayonii,UNKNOWN,FAM,NFQ-MGB,28.392,28.392,,,,,true,0.040,true,1,40,,,,,,0.000,0.428,N,N,Y
165,G21,false,ALHT Deer_88,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
166,G22,false,ALHT Deer_88,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
167,G23,false,ALHT Deer_88,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
168,G24,false,ALHT Deer_88,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.419,26.419,,,,,true,0.073,true,1,40,,,,,,1.276,0.977,N,N,N
169,H1,false,ALHT Deer_90,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.165,true,1,40,,,,,,0.000,0.000,Y,Y,N
170,H2,false,ALHT Deer_90,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.227,true,1,40,,,,,,0.000,0.000,Y,Y,N
171,H3,false,ALHT Deer_90,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
172,H4,false,ALHT Deer_90,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
173,H5,false,ALHT Deer_90,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
174,H6,false,ALHT Deer_90,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
175,H7,false,ALHT Deer_90,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
176,H8,false,ALHT Deer_90,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.349,27.349,,,,,true,0.073,true,1,40,,,,,,1.104,0.983,N,N,N
177,H9,false,ALHT Deer_33,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,28.203,28.203,,,,,true,0.165,true,1,40,,,,,,1.386,0.974,N,N,N
178,H10,false,ALHT Deer_33,B. microti,UNKNOWN,FAM,NFQ-MGB,21.999,21.999,,,,,true,0.227,true,1,40,,,,,,1.433,0.993,N,N,N
179,H11,false,ALHT Deer_33,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,34.818,34.818,,,,,true,0.040,true,1,40,,,,,,0.894,0.674,N,N,Y
180,H12,false,ALHT Deer_33,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
181,H13,false,ALHT Deer_33,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
182,H14,false,ALHT Deer_33,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
183,H15,false,ALHT Deer_33,Powassan virus,UNKNOWN,FAM,NFQ-MGB,29.903,29.903,,,,,true,0.040,true,1,40,,,,,,0.476,0.379,N,N,Y
184,H16,false,ALHT Deer_33,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.000,27.000,,,,,true,0.073,true,1,40,,,,,,1.168,0.979,N,N,N
185,H17,false,ALHT Deer_35.1,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,23.052,23.052,,,,,true,0.165,true,1,40,,,,,,1.351,0.859,N,N,N
186,H18,false,ALHT Deer_35.1,B. microti,UNKNOWN,FAM,NFQ-MGB,35.520,35.520,,,,,true,0.227,true,1,40,,,,,,1.381,0.970,N,N,N
187,H19,false,ALHT Deer_35.1,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,34.677,34.677,,,,,true,0.040,true,1,40,,,,,,1.229,0.671,N,N,Y
188,H20,false,ALHT Deer_35.1,B. mayonii,UNKNOWN,FAM,NFQ-MGB,33.163,33.163,,,,,true,0.040,true,1,40,,,,,,0.240,0.000,N,N,Y
189,H21,false,ALHT Deer_35.1,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,19.954,19.954,,,,,true,0.175,true,1,40,,,,,,1.422,0.996,N,N,N
190,H22,false,ALHT Deer_35.1,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
191,H23,false,ALHT Deer_35.1,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
192,H24,false,ALHT Deer_35.1,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.400,26.400,,,,,true,0.073,true,1,40,,,,,,1.280,0.980,N,N,N
193,I1,false,ALHT Deer_93.2,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.165,true,1,40,,,,,,0.000,0.000,Y,Y,N
194,I2,false,ALHT Deer_93.2,B. microti,UNKNOWN,FAM,NFQ-MGB,28.987,28.987,,,,,true,0.227,true,1,40,,,,,,1.430,0.985,N,N,N
195,I3,false,ALHT Deer_93.2,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,31.539,31.539,,,,,true,0.040,true,1,40,,,,,,0.732,0.904,N,N,Y
196,I4,false,ALHT Deer_93.2,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
197,I5,false,ALHT Deer_93.2,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
198,I6,false,ALHT Deer_93.2,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
199,I7,false,ALHT Deer_93.2,Powassan virus,UNKNOWN,FAM,NFQ-MGB,14.345,14.345,,,,,true,0.040,true,1,40,,,,,,0.241,0.194,Y,N,Y
200,I8,false,ALHT Deer_93.2,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.321,27.321,,,,,true,0.073,true,1,40,,,,,,1.100,0.980,N,N,N
201,I9,false,ALHT Deer_84,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,24.246,24.246,,,,,true,0.165,true,1,40,,,,,,1.363,0.928,N,N,N
202,I10,false,ALHT Deer_84,B. microti,UNKNOWN,FAM,NFQ-MGB,25.240,25.240,,,,,true,0.227,true,1,40,,,,,,1.426,0.987,N,N,N
203,I11,false,ALHT Deer_84,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,26.726,26.726,,,,,true,0.040,true,1,40,,,,,,1.328,0.901,N,N,Y
204,I12,false,ALHT Deer_84,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
205,I13,false,ALHT Deer_84,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,23.597,23.597,,,,,true,0.175,true,1,40,,,,,,1.381,0.991,N,N,N
206,I14,false,ALHT Deer_84,E. muris,UNKNOWN,FAM,NFQ-MGB,28.603,28.603,,,,,true,0.040,true,1,40,,,,,,0.000,0.290,N,N,Y
207,I15,false,ALHT Deer_84,Powassan virus,UNKNOWN,FAM,NFQ-MGB,19.083,19.083,,,,,true,0.040,true,1,40,,,,,,1.279,0.516,N,N,Y
208,I16,false,ALHT Deer_84,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.978,26.978,,,,,true,0.073,true,1,40,,,,,,1.184,0.972,N,N,N
209,I17,false,ALHT Deer_09,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,31.805,31.805,,,,,true,0.165,true,1,40,,,,,,1.377,0.982,N,N,N
210,I18,false,ALHT Deer_09,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.227,true,1,40,,,,,,0.000,0.000,Y,Y,N
211,I19,false,ALHT Deer_09,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,35.527,35.527,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
212,I20,false,ALHT Deer_09,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
213,I21,false,ALHT Deer_09,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.726,0.000,N,N,N
214,I22,false,ALHT Deer_09,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
215,I23,false,ALHT Deer_09,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.550,0.000,N,Y,Y
216,I24,false,ALHT Deer_09,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.375,26.375,,,,,true,0.073,true,1,40,,,,,,1.304,0.988,N,N,N
217,J1,false,TB_90024113,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.165,true,1,40,,,,,,0.000,0.000,Y,Y,N
218,J2,false,TB_90024113,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.227,true,1,40,,,,,,0.000,0.000,Y,Y,N
219,J3,false,TB_90024113,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
220,J4,false,TB_90024113,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
221,J5,false,TB_90024113,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
222,J6,false,TB_90024113,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
223,J7,false,TB_90024113,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
224,J8,false,TB_90024113,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.379,27.379,,,,,true,0.073,true,1,40,,,,,,1.097,0.983,N,N,N
225,J9,false,ALHT Deer_55,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,31.264,31.264,,,,,true,0.165,true,1,40,,,,,,1.361,0.975,N,N,N
226,J10,false,ALHT Deer_55,B. microti,UNKNOWN,FAM,NFQ-MGB,36.223,36.223,,,,,true,0.227,true,1,40,,,,,,1.300,0.970,N,N,N
227,J11,false,ALHT Deer_55,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,37.475,37.475,,,,,true,0.040,true,1,40,,,,,,0.850,0.635,N,N,Y
228,J12,false,ALHT Deer_55,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
229,J13,false,ALHT Deer_55,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
230,J14,false,ALHT Deer_55,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
231,J15,false,ALHT Deer_55,Powassan virus,UNKNOWN,FAM,NFQ-MGB,7.833,7.833,,,,,true,0.040,true,1,40,,,,,,0.523,0.000,N,N,Y
232,J16,false,ALHT Deer_55,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.875,26.875,,,,,true,0.073,true,1,40,,,,,,1.201,0.983,N,N,N
233,J17,false,ALHT Deer_35.2,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,31.650,31.650,,,,,true,0.165,true,1,40,,,,,,1.365,0.973,N,N,N
234,J18,false,ALHT Deer_35.2,B. microti,UNKNOWN,FAM,NFQ-MGB,23.977,23.977,,,,,true,0.227,true,1,40,,,,,,1.428,0.989,N,N,N
235,J19,false,ALHT Deer_35.2,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.546,0.000,N,Y,Y
236,J20,false,ALHT Deer_35.2,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
237,J21,false,ALHT Deer_35.2,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
238,J22,false,ALHT Deer_35.2,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
239,J23,false,ALHT Deer_35.2,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.525,0.000,N,Y,Y
240,J24,false,ALHT Deer_35.2,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.674,26.674,,,,,true,0.073,true,1,40,,,,,,1.285,0.987,N,N,N
241,K1,false,ALHT Deer_93.1,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.165,true,1,40,,,,,,0.000,0.000,Y,Y,N
242,K2,false,ALHT Deer_93.1,B. microti,UNKNOWN,FAM,NFQ-MGB,29.876,29.876,,,,,true,0.227,true,1,40,,,,,,1.433,0.993,N,N,N
243,K3,false,ALHT Deer_93.1,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,30.242,30.242,,,,,true,0.040,true,1,40,,,,,,0.790,0.936,N,N,Y
244,K4,false,ALHT Deer_93.1,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
245,K5,false,ALHT Deer_93.1,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
246,K6,false,ALHT Deer_93.1,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
247,K7,false,ALHT Deer_93.1,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
248,K8,false,ALHT Deer_93.1,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.331,27.331,,,,,true,0.073,true,1,40,,,,,,1.098,0.982,N,N,N
249,K9,false,ALHT Deer_54,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,31.374,31.374,,,,,true,0.165,true,1,40,,,,,,1.354,0.974,N,N,N
250,K10,false,ALHT Deer_54,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.227,true,1,40,,,,,,0.000,0.000,Y,Y,N
251,K11,false,ALHT Deer_54,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,7.997,7.997,,,,,true,0.040,true,1,40,,,,,,0.557,0.007,N,N,Y
252,K12,false,ALHT Deer_54,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
253,K13,false,ALHT Deer_54,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,N,Y,N
254,K14,false,ALHT Deer_54,E. muris,UNKNOWN,FAM,NFQ-MGB,29.761,29.761,,,,,true,0.040,true,1,40,,,,,,0.000,0.490,Y,N,Y
255,K15,false,ALHT Deer_54,Powassan virus,UNKNOWN,FAM,NFQ-MGB,8.360,8.360,,,,,true,0.040,true,1,40,,,,,,0.539,0.162,N,N,Y
256,K16,false,ALHT Deer_54,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.867,26.867,,,,,true,0.073,true,1,40,,,,,,1.221,0.965,N,N,N
257,K17,false,ALHT Deer_11.1,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,35.028,35.028,,,,,true,0.165,true,1,40,,,,,,1.291,0.939,N,N,N
258,K18,false,ALHT Deer_11.1,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.227,true,1,40,,,,,,0.000,0.000,Y,Y,N
259,K19,false,ALHT Deer_11.1,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,34.430,34.430,,,,,true,0.040,true,1,40,,,,,,1.254,0.824,N,N,Y
260,K20,false,ALHT Deer_11.1,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
261,K21,false,ALHT Deer_11.1,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
262,K22,false,ALHT Deer_11.1,E. muris,UNKNOWN,FAM,NFQ-MGB,18.240,18.240,,,,,true,0.040,true,1,40,,,,,,0.333,0.324,N,N,Y
263,K23,false,ALHT Deer_11.1,Powassan virus,UNKNOWN,FAM,NFQ-MGB,35.100,35.100,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
264,K24,false,ALHT Deer_11.1,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.633,26.633,,,,,true,0.073,true,1,40,,,,,,1.294,0.985,N,N,N
265,L1,false,ALHT Deer_137,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.165,true,1,40,,,,,,0.000,0.000,N,Y,N
266,L2,false,ALHT Deer_137,B. microti,UNKNOWN,FAM,NFQ-MGB,33.962,33.962,,,,,true,0.227,true,1,40,,,,,,1.399,0.987,N,N,N
267,L3,false,ALHT Deer_137,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,34.502,34.502,,,,,true,0.040,true,1,40,,,,,,0.800,0.927,N,N,Y
268,L4,false,ALHT Deer_137,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
269,L5,false,ALHT Deer_137,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,Y,Y,N
270,L6,false,ALHT Deer_137,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
271,L7,false,ALHT Deer_137,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
272,L8,false,ALHT Deer_137,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.364,27.364,,,,,true,0.073,true,1,40,,,,,,1.096,0.978,N,N,N
273,L9,false,ALHT Deer_23,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,38.100,38.100,,,,,true,0.165,true,1,40,,,,,,1.026,0.736,N,N,N
274,L10,false,ALHT Deer_23,B. microti,UNKNOWN,FAM,NFQ-MGB,22.815,22.815,,,,,true,0.227,true,1,40,,,,,,1.434,0.990,N,N,N
275,L11,false,ALHT Deer_23,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,17.280,17.280,,,,,true,0.040,true,1,40,,,,,,0.389,0.257,N,N,Y
276,L12,false,ALHT Deer_23,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
277,L13,false,ALHT Deer_23,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,N,Y,N
278,L14,false,ALHT Deer_23,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,N,Y
279,L15,false,ALHT Deer_23,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.451,0.000,N,N,Y
280,L16,false,ALHT Deer_23,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.806,26.806,,,,,true,0.073,true,1,40,,,,,,1.229,0.987,N,N,N
281,L17,false,Extraction BLank 3,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.165,true,1,40,,,,,,0.000,0.000,N,Y,N
282,L18,false,Extraction BLank 3,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.227,true,1,40,,,,,,0.000,0.000,Y,Y,N
283,L19,false,Extraction BLank 3,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,35.260,35.260,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
284,L20,false,Extraction BLank 3,B. mayonii,UNKNOWN,FAM,NFQ-MGB,19.610,19.610,,,,,true,0.040,true,1,40,,,,,,0.544,0.323,N,N,Y
285,L21,false,Extraction BLank 3,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.175,true,1,40,,,,,,0.000,0.000,N,Y,N
286,L22,false,Extraction BLank 3,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
287,L23,false,Extraction BLank 3,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
288,L24,false,Extraction BLank 3,Extraction Control,UNKNOWN,FAM,NFQ-MGB,26.451,26.451,,,,,true,0.073,true,1,40,,,,,,1.280,0.991,N,N,N
